Train ID,Station Name,Date,Planned Arrival,Actual Arrival,Delay (mins)
S12-Senkadagala Menike,Ragama,2024-04-09,06:51,07:01,10.0
S12-Senkadagala Menike,Gampaha,2024-04-09,07:00,07:00,0.0
S12-Senkadagala Menike,Veyangoda,2024-04-09,07:31,07:31,0.0
S12-Senkadagala Menike,Polgahawela,2024-04-09,07:47,07:47,0.0
S12-Senkadagala Menike,Rambukkana,2024-04-09,07:55,08:00,5.0
S12-Senkadagala Menike,Kadugannawa,2024-04-09,08:35,08:40,5.0
S12-Senkadagala Menike,Kandy,2024-04-09,09:40,09:40,0.0
Intercity,Colombo Fort,2024-04-09,07:00,07:10,10.0
Intercity,Maradana,2024-04-09,07:19,07:29,10.0
Intercity,Ragama,2024-04-09,08:00,08:00,0.0
Intercity,Gampaha,2024-04-09,08:18,08:33,15.0
Intercity,Veyangoda,2024-04-09,09:09,09:29,20.0
Intercity,Polgahawela,2024-04-09,08:43,09:08,25.0
Intercity,Rambukkana,2024-04-09,10:18,10:23,5.0
Intercity,Kadugannawa,2024-04-09,10:41,10:41,0.0
Intercity,Kandy,2024-04-09,11:06,11:01,-5.0
S14-Udarata Menike,Colombo Fort,2024-04-10,05:00,05:00,0.0
S14-Udarata Menike,Maradana,2024-04-10,05:32,05:32,0.0
S14-Udarata Menike,Ragama,2024-04-10,05:41,05:46,5.0
S14-Udarata Menike,Gampaha,2024-04-10,06:15,06:20,5.0
S14-Udarata Menike,Veyangoda,2024-04-10,06:57,07:07,10.0
S14-Udarata Menike,Polgahawela,2024-04-10,06:42,06:42,0.0
S14-Udarata Menike,Rambukkana,2024-04-10,06:50,06:50,0.0
S14-Udarata Menike,Kadugannawa,2024-04-10,08:18,08:38,20.0
S14-Udarata Menike,Kandy,2024-04-10,08:09,08:19,10.0
S14-Podi Menike,Colombo Fort,2024-04-10,09:00,09:05,5.0
S14-Podi Menike,Maradana,2024-04-10,09:24,10:18,54.0
S14-Podi Menike,Ragama,2024-04-10,09:38,09:53,15.0
S14-Podi Menike,Gampaha,2024-04-10,10:44,10:54,10.0
S14-Podi Menike,Veyangoda,2024-04-10,10:12,10:07,-5.0
S14-Podi Menike,Polgahawela,2024-04-10,11:04,11:09,5.0
S14-Podi Menike,Rambukkana,2024-04-10,11:40,11:45,5.0
S14-Podi Menike,Kadugannawa,2024-04-10,12:00,12:00,0.0
S14-Podi Menike,Kandy,2024-04-10,12:02,12:02,0.0
S12-Tikiri Menike,Colombo Fort,2024-04-10,07:00,07:15,15.0
S12-Tikiri Menike,Maradana,2024-04-10,07:29,07:34,5.0
S12-Tikiri Menike,Ragama,2024-04-10,08:07,08:12,5.0
S12-Tikiri Menike,Gampaha,2024-04-10,08:16,08:31,15.0
S12-Tikiri Menike,Veyangoda,2024-04-10,08:12,Cancelled,
S12-Tikiri Menike,Polgahawela,2024-04-10,08:53,09:08,15.0
S12-Tikiri Menike,Rambukkana,2024-04-10,09:11,09:06,-5.0
S12-Tikiri Menike,Kadugannawa,2024-04-10,10:46,11:06,20.0
S12-Tikiri Menike,Kandy,2024-04-10,10:42,10:42,0.0
S12-Senkadagala Menike,Colombo Fort,2024-04-10,05:00,05:10,10.0
S12-Senkadagala Menike,Maradana,2024-04-10,05:32,05:37,5.0
S12-Senkadagala Menike,Ragama,2024-04-10,06:10,06:10,0.0
S12-Senkadagala Menike,Gampaha,2024-04-10,06:44,06:59,15.0
S12-Senkadagala Menike,Veyangoda,2024-04-10,07:18,07:18,0.0
S12-Senkadagala Menike,Polgahawela,2024-04-10,07:14,07:19,5.0
S12-Senkadagala Menike,Rambukkana,2024-04-10,08:24,08:29,5.0
S12-Senkadagala Menike,Kadugannawa,2024-04-10,09:10,09:47,37.0
S12-Senkadagala Menike,Kandy,2024-04-10,09:07,Cancelled,
Intercity,Colombo Fort,2024-04-10,08:00,08:05,5.0
Intercity,Maradana,2024-04-10,08:35,08:55,20.0
Intercity,Ragama,2024-04-10,08:50,08:55,5.0
Intercity,Gampaha,2024-04-10,09:16,09:16,0.0
Intercity,Veyangoda,2024-04-10,10:08,10:08,0.0
Intercity,Polgahawela,2024-04-10,09:30,09:30,0.0
Intercity,Rambukkana,2024-04-10,11:31,11:31,0.0
Intercity,Kadugannawa,2024-04-10,10:21,10:21,0.0
Intercity,Kandy,2024-04-10,12:36,12:41,5.0
S14-Udarata Menike,Colombo Fort,2024-04-11,05:00,05:15,15.0
S14-Udarata Menike,Maradana,2024-04-11,05:25,05:25,0.0
S14-Udarata Menike,Ragama,2024-04-11,05:44,05:44,0.0
S14-Udarata Menike,Gampaha,2024-04-11,06:28,06:28,0.0
S14-Udarata Menike,Veyangoda,2024-04-11,07:12,07:32,20.0
S14-Udarata Menike,Polgahawela,2024-04-11,07:11,07:26,15.0
S14-Udarata Menike,Rambukkana,2024-04-11,07:58,07:58,0.0
S14-Udarata Menike,Kadugannawa,2024-04-11,09:04,08:59,-5.0
S14-Udarata Menike,Kandy,2024-04-11,09:08,09:23,15.0
S14-Podi Menike,Colombo Fort,2024-04-11,07:00,07:05,5.0
S14-Podi Menike,Maradana,2024-04-11,07:23,07:33,10.0
S14-Podi Menike,Ragama,2024-04-11,07:58,08:13,15.0
S14-Podi Menike,Gampaha,2024-04-11,07:54,07:54,0.0
S14-Podi Menike,Veyangoda,2024-04-11,08:19,08:24,5.0
S14-Podi Menike,Polgahawela,2024-04-11,09:19,09:29,10.0
S14-Podi Menike,Rambukkana,2024-04-11,09:26,Cancelled,
S14-Podi Menike,Kadugannawa,2024-04-11,10:41,10:36,-5.0
S14-Podi Menike,Kandy,2024-04-11,11:41,11:41,0.0
S12-Tikiri Menike,Colombo Fort,2024-04-11,09:00,09:25,25.0
S12-Tikiri Menike,Maradana,2024-04-11,09:30,09:50,20.0
S12-Tikiri Menike,Ragama,2024-04-11,09:50,10:57,67.0
S12-Tikiri Menike,Gampaha,2024-04-11,10:03,10:03,0.0
S12-Tikiri Menike,Veyangoda,2024-04-11,10:48,10:53,5.0
S12-Tikiri Menike,Polgahawela,2024-04-11,11:33,11:28,-5.0
S12-Tikiri Menike,Rambukkana,2024-04-11,11:53,11:48,-5.0
S12-Tikiri Menike,Kadugannawa,2024-04-11,11:24,11:29,5.0
S12-Tikiri Menike,Kandy,2024-04-11,11:54,12:04,10.0
S12-Senkadagala Menike,Colombo Fort,2024-04-11,09:00,09:05,5.0
S12-Senkadagala Menike,Maradana,2024-04-11,09:28,09:38,10.0
S12-Senkadagala Menike,Ragama,2024-04-11,09:59,10:04,5.0
S12-Senkadagala Menike,Gampaha,2024-04-11,10:00,10:00,0.0
S12-Senkadagala Menike,Veyangoda,2024-04-11,10:53,10:58,5.0
S12-Senkadagala Menike,Polgahawela,2024-04-11,11:00,12:23,83.0
S12-Senkadagala Menike,Rambukkana,2024-04-11,11:43,11:43,0.0
S12-Senkadagala Menike,Kadugannawa,2024-04-11,12:00,12:10,10.0
S12-Senkadagala Menike,Kandy,2024-04-11,13:19,13:19,0.0
Intercity,Colombo Fort,2024-04-11,07:00,07:20,20.0
Intercity,Maradana,2024-04-11,07:18,07:18,0.0
Intercity,Ragama,2024-04-11,07:50,Cancelled,
Intercity,Gampaha,2024-04-11,08:09,08:45,36.0
Intercity,Veyangoda,2024-04-11,09:17,09:17,0.0
Intercity,Polgahawela,2024-04-11,09:10,09:25,15.0
Intercity,Rambukkana,2024-04-11,08:51,08:51,0.0
Intercity,Kadugannawa,2024-04-11,10:13,10:13,0.0
Intercity,Kandy,2024-04-11,09:27,09:37,10.0
S14-Udarata Menike,Colombo Fort,2024-04-12,08:00,08:05,5.0
S14-Udarata Menike,Maradana,2024-04-12,08:35,08:35,0.0
S14-Udarata Menike,Ragama,2024-04-12,08:56,09:01,5.0
S14-Udarata Menike,Gampaha,2024-04-12,09:12,09:12,0.0
S14-Udarata Menike,Veyangoda,2024-04-12,09:30,09:50,20.0
S14-Udarata Menike,Polgahawela,2024-04-12,09:40,10:00,20.0
S14-Udarata Menike,Rambukkana,2024-04-12,11:04,11:09,5.0
S14-Udarata Menike,Kadugannawa,2024-04-12,11:07,11:07,0.0
S14-Udarata Menike,Kandy,2024-04-12,12:00,12:00,0.0
S14-Podi Menike,Colombo Fort,2024-04-12,09:00,09:15,15.0
S14-Podi Menike,Maradana,2024-04-12,09:35,09:50,15.0
S14-Podi Menike,Ragama,2024-04-12,10:07,10:12,5.0
S14-Podi Menike,Gampaha,2024-04-12,09:54,09:54,0.0
S14-Podi Menike,Veyangoda,2024-04-12,10:30,10:45,15.0
S14-Podi Menike,Polgahawela,2024-04-12,11:20,11:25,5.0
S14-Podi Menike,Rambukkana,2024-04-12,11:18,11:18,0.0
S14-Podi Menike,Kadugannawa,2024-04-12,12:02,12:02,0.0
S14-Podi Menike,Kandy,2024-04-12,11:52,11:52,0.0
S12-Tikiri Menike,Colombo Fort,2024-04-12,04:00,04:05,5.0
S12-Tikiri Menike,Maradana,2024-04-12,04:34,04:39,5.0
S12-Tikiri Menike,Ragama,2024-04-12,05:04,05:04,0.0
S12-Tikiri Menike,Gampaha,2024-04-12,05:08,05:28,20.0
S12-Tikiri Menike,Veyangoda,2024-04-12,05:25,05:35,10.0
S12-Tikiri Menike,Polgahawela,2024-04-12,06:09,06:19,10.0
S12-Tikiri Menike,Rambukkana,2024-04-12,07:14,07:19,5.0
S12-Tikiri Menike,Kadugannawa,2024-04-12,08:09,08:19,10.0
S12-Tikiri Menike,Kandy,2024-04-12,08:30,Cancelled,
S12-Senkadagala Menike,Colombo Fort,2024-04-12,04:00,03:55,-5.0
S12-Senkadagala Menike,Maradana,2024-04-12,04:24,04:44,20.0
S12-Senkadagala Menike,Ragama,2024-04-12,05:09,05:09,0.0
S12-Senkadagala Menike,Gampaha,2024-04-12,05:42,05:47,5.0
S12-Senkadagala Menike,Veyangoda,2024-04-12,06:10,06:30,20.0
S12-Senkadagala Menike,Polgahawela,2024-04-12,05:40,05:35,-5.0
S12-Senkadagala Menike,Rambukkana,2024-04-12,07:25,07:35,10.0
S12-Senkadagala Menike,Kadugannawa,2024-04-12,07:00,07:10,10.0
S12-Senkadagala Menike,Kandy,2024-04-12,08:25,09:10,45.0
Intercity,Colombo Fort,2024-04-12,06:00,06:00,0.0
Intercity,Maradana,2024-04-12,06:22,06:37,15.0
Intercity,Ragama,2024-04-12,07:00,07:05,5.0
Intercity,Gampaha,2024-04-12,06:55,06:55,0.0
Intercity,Veyangoda,2024-04-12,08:14,08:29,15.0
Intercity,Polgahawela,2024-04-12,07:53,08:13,20.0
Intercity,Rambukkana,2024-04-12,07:59,08:04,5.0
Intercity,Kadugannawa,2024-04-12,09:14,09:19,5.0
Intercity,Kandy,2024-04-12,09:24,09:19,-5.0
S14-Udarata Menike,Colombo Fort,2024-04-13,09:00,09:00,0.0
S14-Udarata Menike,Maradana,2024-04-13,09:32,09:27,-5.0
S14-Udarata Menike,Ragama,2024-04-13,09:46,10:01,15.0
S14-Udarata Menike,Gampaha,2024-04-13,10:00,10:05,5.0
S14-Udarata Menike,Veyangoda,2024-04-13,10:29,10:24,-5.0
S14-Udarata Menike,Polgahawela,2024-04-13,11:23,11:23,0.0
S14-Udarata Menike,Rambukkana,2024-04-13,10:53,11:08,15.0
S14-Udarata Menike,Kadugannawa,2024-04-13,12:20,12:30,10.0
S14-Udarata Menike,Kandy,2024-04-13,11:58,13:02,64.0
S14-Podi Menike,Colombo Fort,2024-04-13,09:00,09:05,5.0
S14-Podi Menike,Maradana,2024-04-13,09:28,09:28,0.0
S14-Podi Menike,Ragama,2024-04-13,10:00,10:10,10.0
S14-Podi Menike,Gampaha,2024-04-13,10:21,10:21,0.0
S14-Podi Menike,Veyangoda,2024-04-13,11:07,11:12,5.0
S14-Podi Menike,Polgahawela,2024-04-13,11:24,11:29,5.0
S14-Podi Menike,Rambukkana,2024-04-13,11:13,11:18,5.0
S14-Podi Menike,Kadugannawa,2024-04-13,12:07,12:12,5.0
S14-Podi Menike,Kandy,2024-04-13,13:11,13:16,5.0
S12-Tikiri Menike,Colombo Fort,2024-04-13,04:00,03:55,-5.0
S12-Tikiri Menike,Maradana,2024-04-13,04:22,04:22,0.0
S12-Tikiri Menike,Ragama,2024-04-13,04:58,04:58,0.0
S12-Tikiri Menike,Gampaha,2024-04-13,05:25,05:30,5.0
S12-Tikiri Menike,Veyangoda,2024-04-13,06:11,06:26,15.0
S12-Tikiri Menike,Polgahawela,2024-04-13,06:09,06:09,0.0
S12-Tikiri Menike,Rambukkana,2024-04-13,06:18,06:33,15.0
S12-Tikiri Menike,Kadugannawa,2024-04-13,07:12,07:32,20.0
S12-Tikiri Menike,Kandy,2024-04-13,08:01,07:56,-5.0
S12-Senkadagala Menike,Colombo Fort,2024-04-13,08:00,08:05,5.0
S12-Senkadagala Menike,Maradana,2024-04-13,08:30,08:40,10.0
S12-Senkadagala Menike,Ragama,2024-04-13,09:10,Cancelled,
S12-Senkadagala Menike,Gampaha,2024-04-13,09:32,10:21,49.0
S12-Senkadagala Menike,Veyangoda,2024-04-13,09:20,09:25,5.0
S12-Senkadagala Menike,Polgahawela,2024-04-13,09:40,09:45,5.0
S12-Senkadagala Menike,Rambukkana,2024-04-13,09:56,10:01,5.0
S12-Senkadagala Menike,Kadugannawa,2024-04-13,11:31,Cancelled,
S12-Senkadagala Menike,Kandy,2024-04-13,11:55,12:10,15.0
Intercity,Colombo Fort,2024-04-13,07:00,07:10,10.0
Intercity,Maradana,2024-04-13,07:35,07:50,15.0
Intercity,Ragama,2024-04-13,07:52,07:52,0.0
Intercity,Gampaha,2024-04-13,08:37,08:37,0.0
Intercity,Veyangoda,2024-04-13,08:16,08:21,5.0
Intercity,Polgahawela,2024-04-13,08:36,08:41,5.0
Intercity,Rambukkana,2024-04-13,09:12,09:17,5.0
Intercity,Kadugannawa,2024-04-13,10:41,Cancelled,
Intercity,Kandy,2024-04-13,10:17,10:12,-5.0
S14-Udarata Menike,Colombo Fort,2024-04-14,05:00,05:00,0.0
S14-Udarata Menike,Maradana,2024-04-14,05:24,06:53,89.0
S14-Udarata Menike,Ragama,2024-04-14,05:36,05:36,0.0
S14-Udarata Menike,Gampaha,2024-04-14,05:59,06:09,10.0
S14-Udarata Menike,Veyangoda,2024-04-14,06:53,07:03,10.0
S14-Udarata Menike,Polgahawela,2024-04-14,07:57,07:57,0.0
S14-Udarata Menike,Rambukkana,2024-04-14,07:02,07:02,0.0
S14-Udarata Menike,Kadugannawa,2024-04-14,07:58,08:03,5.0
S14-Udarata Menike,Kandy,2024-04-14,08:34,08:34,0.0
S14-Podi Menike,Colombo Fort,2024-04-14,07:00,07:20,20.0
S14-Podi Menike,Maradana,2024-04-14,07:35,07:35,0.0
S14-Podi Menike,Ragama,2024-04-14,07:49,07:49,0.0
S14-Podi Menike,Gampaha,2024-04-14,08:23,08:28,5.0
S14-Podi Menike,Veyangoda,2024-04-14,08:43,08:43,0.0
S14-Podi Menike,Polgahawela,2024-04-14,08:35,08:35,0.0
S14-Podi Menike,Rambukkana,2024-04-14,09:48,09:48,0.0
S14-Podi Menike,Kadugannawa,2024-04-14,10:01,10:06,5.0
S14-Podi Menike,Kandy,2024-04-14,11:47,11:57,10.0
S12-Tikiri Menike,Colombo Fort,2024-04-14,05:00,05:05,5.0
S12-Tikiri Menike,Maradana,2024-04-14,05:30,05:45,15.0
S12-Tikiri Menike,Ragama,2024-04-14,05:57,05:57,0.0
S12-Tikiri Menike,Gampaha,2024-04-14,06:34,06:39,5.0
S12-Tikiri Menike,Veyangoda,2024-04-14,06:45,06:40,-5.0
S12-Tikiri Menike,Polgahawela,2024-04-14,07:16,07:16,0.0
S12-Tikiri Menike,Rambukkana,2024-04-14,07:20,07:25,5.0
S12-Tikiri Menike,Kadugannawa,2024-04-14,08:01,08:11,10.0
S12-Tikiri Menike,Kandy,2024-04-14,09:08,09:28,20.0
S12-Senkadagala Menike,Colombo Fort,2024-04-14,07:00,07:05,5.0
S12-Senkadagala Menike,Maradana,2024-04-14,07:18,07:28,10.0
S12-Senkadagala Menike,Ragama,2024-04-14,07:47,09:03,76.0
S12-Senkadagala Menike,Gampaha,2024-04-14,08:44,08:39,-5.0
S12-Senkadagala Menike,Veyangoda,2024-04-14,09:04,09:14,10.0
S12-Senkadagala Menike,Polgahawela,2024-04-14,09:02,09:17,15.0
S12-Senkadagala Menike,Rambukkana,2024-04-14,10:31,10:26,-5.0
S12-Senkadagala Menike,Kadugannawa,2024-04-14,10:50,11:20,30.0
S12-Senkadagala Menike,Kandy,2024-04-14,10:55,11:32,37.0
Intercity,Colombo Fort,2024-04-14,04:00,04:10,10.0
Intercity,Maradana,2024-04-14,04:26,04:21,-5.0
Intercity,Ragama,2024-04-14,04:38,04:38,0.0
Intercity,Gampaha,2024-04-14,05:45,05:40,-5.0
Intercity,Veyangoda,2024-04-14,05:33,05:28,-5.0
Intercity,Polgahawela,2024-04-14,06:33,06:33,0.0
Intercity,Rambukkana,2024-04-14,06:19,06:19,0.0
Intercity,Kadugannawa,2024-04-14,08:03,08:08,5.0
Intercity,Kandy,2024-04-14,07:32,07:32,0.0
S14-Udarata Menike,Colombo Fort,2024-04-15,08:00,08:05,5.0
S14-Udarata Menike,Maradana,2024-04-15,08:30,08:50,20.0
S14-Udarata Menike,Ragama,2024-04-15,08:55,09:05,10.0
S14-Udarata Menike,Gampaha,2024-04-15,09:06,09:06,0.0
S14-Udarata Menike,Veyangoda,2024-04-15,09:20,09:40,20.0
S14-Udarata Menike,Polgahawela,2024-04-15,09:44,10:04,20.0
S14-Udarata Menike,Rambukkana,2024-04-15,10:17,10:17,0.0
S14-Udarata Menike,Kadugannawa,2024-04-15,11:44,11:49,5.0
S14-Udarata Menike,Kandy,2024-04-15,11:47,11:47,0.0
S14-Podi Menike,Colombo Fort,2024-04-15,08:00,08:15,15.0
S14-Podi Menike,Maradana,2024-04-15,08:33,08:43,10.0
S14-Podi Menike,Ragama,2024-04-15,08:51,08:56,5.0
S14-Podi Menike,Gampaha,2024-04-15,09:00,08:55,-5.0
S14-Podi Menike,Veyangoda,2024-04-15,10:12,10:17,5.0
S14-Podi Menike,Polgahawela,2024-04-15,10:48,10:48,0.0
S14-Podi Menike,Rambukkana,2024-04-15,11:01,11:16,15.0
S14-Podi Menike,Kadugannawa,2024-04-15,11:25,11:45,20.0
S14-Podi Menike,Kandy,2024-04-15,11:19,11:29,10.0
S12-Tikiri Menike,Colombo Fort,2024-04-15,09:00,08:55,-5.0
S12-Tikiri Menike,Maradana,2024-04-15,09:27,09:32,5.0
S12-Tikiri Menike,Ragama,2024-04-15,10:07,10:12,5.0
S12-Tikiri Menike,Gampaha,2024-04-15,10:34,10:29,-5.0
S12-Tikiri Menike,Veyangoda,2024-04-15,10:21,10:26,5.0
S12-Tikiri Menike,Polgahawela,2024-04-15,11:31,11:31,0.0
S12-Tikiri Menike,Rambukkana,2024-04-15,10:52,10:57,5.0
S12-Tikiri Menike,Kadugannawa,2024-04-15,12:14,12:09,-5.0
S12-Tikiri Menike,Kandy,2024-04-15,13:35,13:45,10.0
S12-Senkadagala Menike,Colombo Fort,2024-04-15,06:00,06:05,5.0
S12-Senkadagala Menike,Maradana,2024-04-15,06:18,06:23,5.0
S12-Senkadagala Menike,Ragama,2024-04-15,07:00,07:00,0.0
S12-Senkadagala Menike,Gampaha,2024-04-15,07:22,Cancelled,
S12-Senkadagala Menike,Veyangoda,2024-04-15,08:07,08:22,15.0
S12-Senkadagala Menike,Polgahawela,2024-04-15,07:31,07:31,0.0
S12-Senkadagala Menike,Rambukkana,2024-04-15,08:25,09:37,72.0
S12-Senkadagala Menike,Kadugannawa,2024-04-15,09:15,09:35,20.0
S12-Senkadagala Menike,Kandy,2024-04-15,10:23,10:28,5.0
Intercity,Colombo Fort,2024-04-15,06:00,06:00,0.0
Intercity,Maradana,2024-04-15,06:26,06:36,10.0
Intercity,Ragama,2024-04-15,07:10,07:30,20.0
Intercity,Gampaha,2024-04-15,07:23,07:48,25.0
Intercity,Veyangoda,2024-04-15,07:28,07:28,0.0
Intercity,Polgahawela,2024-04-15,08:40,08:50,10.0
Intercity,Rambukkana,2024-04-15,08:56,09:01,5.0
Intercity,Kadugannawa,2024-04-15,08:49,09:09,20.0
Intercity,Kandy,2024-04-15,10:32,10:37,5.0
S14-Udarata Menike,Colombo Fort,2024-04-16,08:00,09:02,62.0
S14-Udarata Menike,Maradana,2024-04-16,08:27,08:27,0.0
S14-Udarata Menike,Ragama,2024-04-16,08:38,08:38,0.0
S14-Udarata Menike,Gampaha,2024-04-16,09:23,10:22,59.0
S14-Udarata Menike,Veyangoda,2024-04-16,09:46,10:06,20.0
S14-Udarata Menike,Polgahawela,2024-04-16,10:59,11:04,5.0
S14-Udarata Menike,Rambukkana,2024-04-16,09:59,10:09,10.0
S14-Udarata Menike,Kadugannawa,2024-04-16,12:06,12:11,5.0
S14-Udarata Menike,Kandy,2024-04-16,12:36,Cancelled,
S14-Podi Menike,Colombo Fort,2024-04-16,09:00,09:15,15.0
S14-Podi Menike,Maradana,2024-04-16,09:35,09:40,5.0
S14-Podi Menike,Ragama,2024-04-16,09:41,09:46,5.0
S14-Podi Menike,Gampaha,2024-04-16,10:28,10:33,5.0
S14-Podi Menike,Veyangoda,2024-04-16,11:07,11:46,39.0
S14-Podi Menike,Polgahawela,2024-04-16,11:03,11:08,5.0
S14-Podi Menike,Rambukkana,2024-04-16,12:15,12:15,0.0
S14-Podi Menike,Kadugannawa,2024-04-16,11:37,11:37,0.0
S14-Podi Menike,Kandy,2024-04-16,11:24,11:39,15.0
S12-Tikiri Menike,Colombo Fort,2024-04-16,05:00,04:55,-5.0
S12-Tikiri Menike,Maradana,2024-04-16,05:25,05:30,5.0
S12-Tikiri Menike,Ragama,2024-04-16,05:56,05:56,0.0
S12-Tikiri Menike,Gampaha,2024-04-16,06:24,06:29,5.0
S12-Tikiri Menike,Veyangoda,2024-04-16,06:25,06:45,20.0
S12-Tikiri Menike,Polgahawela,2024-04-16,06:49,07:35,46.0
S12-Tikiri Menike,Rambukkana,2024-04-16,08:01,08:01,0.0
S12-Tikiri Menike,Kadugannawa,2024-04-16,08:16,08:21,5.0
S12-Tikiri Menike,Kandy,2024-04-16,07:44,07:49,5.0
S12-Senkadagala Menike,Colombo Fort,2024-04-16,08:00,08:15,15.0
S12-Senkadagala Menike,Maradana,2024-04-16,08:21,08:31,10.0
S12-Senkadagala Menike,Ragama,2024-04-16,09:06,09:06,0.0
S12-Senkadagala Menike,Gampaha,2024-04-16,09:44,09:49,5.0
S12-Senkadagala Menike,Veyangoda,2024-04-16,10:12,10:12,0.0
S12-Senkadagala Menike,Polgahawela,2024-04-16,10:28,10:28,0.0
S12-Senkadagala Menike,Rambukkana,2024-04-16,10:18,11:40,82.0
S12-Senkadagala Menike,Kadugannawa,2024-04-16,10:06,10:06,0.0
S12-Senkadagala Menike,Kandy,2024-04-16,12:44,12:44,0.0
Intercity,Colombo Fort,2024-04-16,06:00,06:00,0.0
Intercity,Maradana,2024-04-16,06:31,06:41,10.0
Intercity,Ragama,2024-04-16,06:57,07:17,20.0
Intercity,Gampaha,2024-04-16,07:08,07:08,0.0
Intercity,Veyangoda,2024-04-16,07:41,07:41,0.0
Intercity,Polgahawela,2024-04-16,07:43,07:48,5.0
Intercity,Rambukkana,2024-04-16,07:50,07:50,0.0
Intercity,Kadugannawa,2024-04-16,09:25,09:30,5.0
Intercity,Kandy,2024-04-16,09:55,09:55,0.0
S14-Udarata Menike,Colombo Fort,2024-04-17,04:00,04:20,20.0
S14-Udarata Menike,Maradana,2024-04-17,04:21,04:16,-5.0
S14-Udarata Menike,Ragama,2024-04-17,04:40,04:50,10.0
S14-Udarata Menike,Gampaha,2024-04-17,04:56,04:56,0.0
S14-Udarata Menike,Veyangoda,2024-04-17,05:23,05:23,0.0
S14-Udarata Menike,Polgahawela,2024-04-17,06:09,06:14,5.0
S14-Udarata Menike,Rambukkana,2024-04-17,06:42,Cancelled,
S14-Udarata Menike,Kadugannawa,2024-04-17,07:44,07:44,0.0
S14-Udarata Menike,Kandy,2024-04-17,08:25,08:25,0.0
S14-Podi Menike,Colombo Fort,2024-04-17,09:00,09:25,25.0
S14-Podi Menike,Maradana,2024-04-17,09:30,09:50,20.0
S14-Podi Menike,Ragama,2024-04-17,09:55,10:00,5.0
S14-Podi Menike,Gampaha,2024-04-17,10:02,10:02,0.0
S14-Podi Menike,Veyangoda,2024-04-17,11:00,11:05,5.0
S14-Podi Menike,Polgahawela,2024-04-17,11:21,Cancelled,
S14-Podi Menike,Rambukkana,2024-04-17,12:00,11:55,-5.0
S14-Podi Menike,Kadugannawa,2024-04-17,11:44,11:44,0.0
S14-Podi Menike,Kandy,2024-04-17,13:09,13:09,0.0
S12-Tikiri Menike,Colombo Fort,2024-04-17,09:00,09:00,0.0
S12-Tikiri Menike,Maradana,2024-04-17,09:21,09:26,5.0
S12-Tikiri Menike,Ragama,2024-04-17,10:02,10:02,0.0
S12-Tikiri Menike,Gampaha,2024-04-17,10:26,10:46,20.0
S12-Tikiri Menike,Veyangoda,2024-04-17,11:17,11:12,-5.0
S12-Tikiri Menike,Polgahawela,2024-04-17,10:39,10:44,5.0
S12-Tikiri Menike,Rambukkana,2024-04-17,11:08,11:13,5.0
S12-Tikiri Menike,Kadugannawa,2024-04-17,11:15,11:20,5.0
S12-Tikiri Menike,Kandy,2024-04-17,12:54,12:59,5.0
S12-Senkadagala Menike,Colombo Fort,2024-04-17,06:00,06:25,25.0
S12-Senkadagala Menike,Maradana,2024-04-17,06:28,06:38,10.0
S12-Senkadagala Menike,Ragama,2024-04-17,06:36,07:01,25.0
S12-Senkadagala Menike,Gampaha,2024-04-17,07:32,07:42,10.0
S12-Senkadagala Menike,Veyangoda,2024-04-17,07:55,08:15,20.0
S12-Senkadagala Menike,Polgahawela,2024-04-17,07:43,08:03,20.0
S12-Senkadagala Menike,Rambukkana,2024-04-17,08:09,08:19,10.0
S12-Senkadagala Menike,Kadugannawa,2024-04-17,08:57,08:52,-5.0
S12-Senkadagala Menike,Kandy,2024-04-17,09:28,09:53,25.0
Intercity,Colombo Fort,2024-04-17,05:00,05:00,0.0
Intercity,Maradana,2024-04-17,05:31,05:31,0.0
Intercity,Ragama,2024-04-17,06:05,06:25,20.0
Intercity,Gampaha,2024-04-17,06:17,06:42,25.0
Intercity,Veyangoda,2024-04-17,07:00,07:10,10.0
Intercity,Polgahawela,2024-04-17,07:43,07:43,0.0
Intercity,Rambukkana,2024-04-17,07:26,07:21,-5.0
Intercity,Kadugannawa,2024-04-17,07:50,07:55,5.0
Intercity,Kandy,2024-04-17,08:49,08:54,5.0
S14-Udarata Menike,Colombo Fort,2024-04-18,06:00,06:00,0.0
S14-Udarata Menike,Maradana,2024-04-18,06:27,06:27,0.0
S14-Udarata Menike,Ragama,2024-04-18,07:03,07:08,5.0
S14-Udarata Menike,Gampaha,2024-04-18,07:12,07:32,20.0
S14-Udarata Menike,Veyangoda,2024-04-18,07:14,07:29,15.0
S14-Udarata Menike,Polgahawela,2024-04-18,08:27,08:42,15.0
S14-Udarata Menike,Rambukkana,2024-04-18,08:03,08:18,15.0
S14-Udarata Menike,Kadugannawa,2024-04-18,09:44,09:54,10.0
S14-Udarata Menike,Kandy,2024-04-18,09:22,10:19,57.0
S14-Podi Menike,Colombo Fort,2024-04-18,06:00,06:10,10.0
S14-Podi Menike,Maradana,2024-04-18,06:20,06:20,0.0
S14-Podi Menike,Ragama,2024-04-18,07:07,07:22,15.0
S14-Podi Menike,Gampaha,2024-04-18,07:09,07:09,0.0
S14-Podi Menike,Veyangoda,2024-04-18,07:50,07:55,5.0
S14-Podi Menike,Polgahawela,2024-04-18,08:41,08:41,0.0
